id_cotizante,cedula,nombre,edad,genero,ciudad,semanasCotizadas,declaraRenta,fondoPensiones,entidadPublica,estadoSolicitud
8340,265861,karla perez,20,M,Inirida,34,false,Colpensiones,Inpec,Aprobado
2134,892612,oscar lopez,21,F,Arauquita,58,false,Colpensiones,Minsalud,Aprobado
4278,633651,pablo santa,20,F,Ibague,50,false,Colpensiones,Armada,Aprobado
8801,827208,teresa guzman,20,F,Armenia,35,false,Colpensiones,Policia,Aprobado
4396,826431,cesar hinojosa,20,M,Apartado,40,false,Colpensiones,Armada,Aprobado
9048,955800,bianca castro,20,M,Bogota,31,false,Colpensiones,Policia,Aprobado
1100,626827,benito gomez,21,F,Riohacha,54,false,Colpensiones,Armada,Aprobado
9219,370254,kike delgado,20,F,Girardot,56,false,Colpensiones,Minsalud,Aprobado
4662,332543,zulema alvarado,20,F,Girardot,52,false,Colpensiones,Inpec,Aprobado
4733,334052,luisana ramirez,20,F,Manizales,29,false,Colpensiones,Mininterior,Aprobado
4834,750999,leonardo lopez,20,F,Pitalito,48,false,Colpensiones,Armada,Aprobado
2456,383586,xavier torres,21,F,Valledupar,37,false,Colpensiones,Mininterior,Aprobado
1274,712925,zoe jimenez,20,F,Soacha,57,false,Colpensiones,Inpec,Aprobado
1284,230815,isabel castillo,20,M,Riohacha,34,false,Colpensiones,Policia,Aprobado
2544,460522,carmen hidalgo,21,F,Pasto,52,false,Colpensiones,Policia,Aprobado
5114,314476,zulema alfaro,20,M,Pitalito,21,false,Colpensiones,Policia,Aprobado
2606,979462,patricia morales,20,F,Santa Rosa de Cabal,38,false,Colpensiones,Armada,Aprobado
1344,476831,raul serna,20,M,Tunja,41,false,Colpensiones,Policia,Aprobado
5307,827534,ursula pizarro,20,M,Arauquita,24,false,Colpensiones,Mininterior,Aprobado
2695,760746,teresa montoya,20,M,Ibague,60,false,Colpensiones,Inpec,Aprobado
5467,890328,hugo roberto,20,M,Santa Marta,38,false,Colpensiones,Mininterior,Aprobado
2749,681240,teresa lopez,20,M,Pasto,43,false,Colpensiones,Armada,Aprobado
2791,508306,susana salas,22,F,Villavicencio,48,false,Colpensiones,Policia,Aprobado
2846,391357,zoraida martinez,21,F,Monteria,38,false,Colpensiones,Policia,Aprobado
1443,408997,ursula ruiz,20,M,Florencia,51,false,Colpensiones,Inpec,Aprobado
5839,566243,elias castillo,20,F,Leticia,57,false,Colpensiones,Armada,Aprobado
186,897254,daniel vasquez,21,M,Santa Marta,45,false,Colpensiones,Policia,Aprobado
2972,848650,olivia henao,23,M,Villavicencio,42,false,Colpensiones,Policia,Aprobado
1512,976106,walter gonzalez,21,F,Cucuta,36,false,Colpensiones,Mininterior,Aprobado
3064,870695,elias silva,20,M,Apartado,24,false,Colpensiones,Mininterior,Aprobado
1552,849826,leonardo reyes,21,F,Cartagena,31,false,Colpensiones,Inpec,Aprobado
6239,984661,alexander ruiz,20,F,Girardot,49,false,Colpensiones,Mininterior,Aprobado
3164,949864,leonardo pino,20,M,Manizales,45,false,Colpensiones,Policia,Aprobado
3198,210831,kira navarro,20,M,Florencia,32,false,Colpensiones,Null,Aprobado
3220,259029,teresa torres,21,M,Armenia,26,false,Colpensiones,Null,Aprobado
402,478439,emilio gonzalez,21,M,Villavicencio,28,false,Colpensiones,Armada,Aprobado
3268,338543,nadia bautista,20,M,Medellin,48,false,Colpensiones,Policia,Aprobado
1666,494831,raul bernal,20,F,Valledupar,28,false,Colpensiones,Minsalud,Aprobado
1676,255826,olga diaz,20,M,Cali,54,false,Colpensiones,Minsalud,Aprobado
6786,426528,karla quintana,20,F,Chia,51,false,Colpensiones,Mininterior,Aprobado
6867,433826,emilio ruiz,20,M,Pitalito,42,false,Colpensiones,Armada,Aprobado
6870,940351,pedro fuentes,20,F,Girardot,25,false,Colpensiones,Minsalud,Aprobado
1751,798383,emilio rojas,20,M,Yopal,38,false,Colpensiones,Inpec,Aprobado
47,771374,norma quintero,23,M,Cucuta,59,false,Colpensiones,Minsalud,Aprobado
3513,642744,sergio marin,20,M,Medellin,34,false,Colpensiones,Inpec,Aprobado
3547,418584,karla gonzalez,20,M,Yopal,46,false,Colpensiones,Armada,Aprobado
7215,174651,bruno gil,20,F,Bucaramanga,25,false,Colpensiones,Null,Aprobado
7285,955631,zacarias vargas,21,M,Neiva,32,false,Colpensiones,Minsalud,Aprobado
3680,818774,yolanda montero,20,M,Apartado,42,false,Colpensiones,Inpec,Aprobado
7422,697499,noelia herrera,22,F,Tunja,20,false,Colpensiones,Mininterior,Aprobado
7540,661691,julieta torres,20,M,Bucaramanga,56,false,Colpensiones,Armada,Aprobado
3754,375204,ricardo torres,20,F,Manizales,41,false,Colpensiones,Minsalud,Aprobado
1925,430732,elsa sarmiento,22,M,Bucaramanga,21,false,Colpensiones,Armada,Aprobado
3832,348688,guillermo maron,21,M,Tunja,21,false,Colpensiones,Null,Aprobado
3854,650008,blanca david,20,M,Riohacha,26,false,Colpensiones,Policia,Aprobado
3904,289070,wenceslao garcia,22,M,Medellin,55,false,Colpensiones,Minsalud,Aprobado
7899,254922,victor reyes,20,F,Girardot,41,false,Colpensiones,Armada,Aprobado
3963,418031,federico bautista,20,F,Riohacha,54,false,Colpensiones,Inpec,Aprobado
3986,993485,manuel garcia,20,F,Apartado,43,false,Colpensiones,Policia,Aprobado
8108,449917,valeria sanchez,20,F,Riohacha,23,false,Colpensiones,Minsalud,Aprobado
4047,985309,benjaman roberto,20,F,Popayan,23,false,Colpensiones,Armada,Aprobado
4097,356031,yolanda david,20,F,Popayan,34,false,Colpensiones,Policia,Aprobado
8350,413050,violeta salazar,20,M,Cucuta,52,false,Colpensiones,Inpec,Aprobado
8361,221075,sergio perez,20,M,Santa Marta,34,false,Colpensiones,Policia,Aprobado
8466,115502,kike salazar,21,M,Medellin,52,false,Colpensiones,Mininterior,Aprobado
2134,892612,oscar lopez,21,F,Arauquita,58,false,Colpensiones,Minsalud,Aprobado
8567,926803,xavier hernandez,20,M,Inirida,34,false,Colpensiones,Inpec,Aprobado
8625,424894,noel castro,20,M,Manizales,22,false,Colpensiones,Mininterior,Aprobado
2155,200463,luisana jimenez,21,F,Villavicencio,33,false,Colpensiones,Policia,Aprobado
8801,827208,teresa guzman,20,F,Armenia,35,false,Colpensiones,Policia,Aprobado
8827,281402,ivan alvarado,20,F,Santa Marta,28,false,Colpensiones,Minsalud,Aprobado
2232,876265,noel gomez,22,F,Popayan,41,false,Colpensiones,Armada,Aprobado
4436,601097,barbara reyes,21,F,Pitalito,38,false,Colpensiones,Policia,Aprobado
4436,601097,barbara reyes,21,F,Pitalito,38,false,Colpensiones,Policia,Aprobado
4531,206198,karen gil,21,F,Cartagena,28,false,Colpensiones,Armada,Aprobado
1183,663238,zacarias gonzalez,21,M,Apartado,30,false,Colpensiones,Inpec,Aprobado
9219,370254,kike delgado,20,F,Girardot,56,false,Colpensiones,Minsalud,Aprobado
4625,654008,david montoya,21,F,Popayan,26,false,Colpensiones,Armada,Aprobado
4668,582020,ricardo romero,20,M,Sincelejo,30,false,Colpensiones,Mininterior,Aprobado
4691,911539,violeta soto,20,M,Tunja,58,false,Colpensiones,Armada,Aprobado
4733,334052,luisana ramirez,20,F,Manizales,29,false,Colpensiones,Mininterior,Aprobado
9569,735951,fabiola vega,20,F,Barranquilla,22,false,Colpensiones,Inpec,Aprobado
9610,702967,xavier soto,20,M,Arauca,54,false,Colpensiones,Armada,Aprobado
4834,750999,leonardo lopez,20,F,Pitalito,48,false,Colpensiones,Armada,Aprobado
9736,994832,pablo torres,21,M,Florencia,45,false,Colpensiones,Armada,Aprobado
2456,383586,xavier torres,21,F,Valledupar,37,false,Colpensiones,Mininterior,Aprobado
2491,600266,alberto cifuentes,20,M,Soacha,60,false,Colpensiones,Inpec,Aprobado
4977,776526,graciela gil,20,F,Monteria,60,false,Colpensiones,Minsalud,Aprobado
1284,230815,isabel castillo,20,M,Riohacha,34,false,Colpensiones,Policia,Aprobado
2532,564834,urbano ramirez,21,M,Inirida,50,false,Colpensiones,Mininterior,Aprobado
5059,140125,fernando flores,21,F,Arauca,40,false,Colpensiones,Inpec,Aprobado
5106,502777,julieta delgado,22,M,Santa Rosa de Cabal,45,false,Colpensiones,Armada,Aprobado
2544,460522,carmen hidalgo,21,F,Pasto,52,false,Colpensiones,Policia,Aprobado
5141,343221,alicia marin,21,F,Medellin,58,false,Colpensiones,Inpec,Aprobado
2606,979462,patricia morales,20,F,Santa Rosa de Cabal,38,false,Colpensiones,Armada,Aprobado
2622,739318,claudia pardo,21,M,Sincelejo,20,false,Colpensiones,Minsalud,Aprobado
1335,839394,gema rodriguez,23,F,Monteria,45,false,Colpensiones,Mininterior,Aprobado
5280,149752,montserrat vazquez,20,M,Sincelejo,49,false,Colpensiones,Null,Aprobado
5307,827534,ursula pizarro,20,M,Arauquita,24,false,Colpensiones,Mininterior,Aprobado
5377,224989,natividad hernandez,20,F,Barranquilla,47,false,Colpensiones,Armada,Aprobado
5377,224989,natividad hernandez,20,F,Barranquilla,47,false,Colpensiones,Armada,Aprobado
5441,869109,julieta pinto,20,F,Leticia,26,false,Colpensiones,Armada,Aprobado
5467,890328,hugo roberto,20,M,Santa Marta,38,false,Colpensiones,Mininterior,Aprobado
2734,102410,beto bautista,23,M,Bucaramanga,43,false,Colpensiones,Armada,Aprobado
2749,681240,teresa lopez,20,M,Pasto,43,false,Colpensiones,Armada,Aprobado
332,185110,gema martinez,22,F,Valledupar,54,false,Colpensiones,Armada,Aprobado
2791,508306,susana salas,22,F,Villavicencio,48,false,Colpensiones,Policia,Aprobado
2797,752284,jose murillo,24,M,Yopal,24,false,Colpensiones,Armada,Aprobado
342,183363,valeria mendoza,22,F,Inirida,55,false,Colpensiones,Policia,Aprobado
2846,391357,zoraida martinez,21,F,Monteria,38,false,Colpensiones,Policia,Aprobado
2855,801385,ricardo caro,22,F,Medellin,57,false,Colpensiones,Inpec,Aprobado
2876,751867,nerea alvarado,26,F,Tunja,48,false,Colpensiones,Armada,Aprobado
2893,495903,ignacio alfaro,22,M,Cartagena,28,false,Colpensiones,Policia,Aprobado
5839,566243,elias castillo,20,F,Leticia,57,false,Colpensiones,Armada,Aprobado
2917,141119,wilfredo cifuentes,22,M,Ibague,38,false,Colpensiones,Minsalud,Aprobado
737,305092,quiana garcia,21,M,Ibague,49,false,Colpensiones,Armada,Aprobado
2972,848650,olivia henao,23,M,Villavicencio,42,false,Colpensiones,Policia,Aprobado
5956,616172,hugo carrera,26,M,Armenia,40,false,Colpensiones,Armada,Aprobado
5997,344413,fernando rodrigo,22,F,Bogota,39,false,Colpensiones,Policia,Aprobado
1512,976106,walter gonzalez,21,F,Cucuta,36,false,Colpensiones,Mininterior,Aprobado
6045,516538,fabio maron,20,M,Pereira,27,false,Colpensiones,Armada,Aprobado
186,897254,daniel vasquez,21,M,Santa Marta,45,false,Colpensiones,Policia,Aprobado
6119,867383,diana flores,22,F,Cartagena,44,false,Colpensiones,Mininterior,Aprobado
1552,849826,leonardo reyes,21,F,Cartagena,31,false,Colpensiones,Inpec,Aprobado
3108,831402,yolanda morales,21,F,Pitalito,27,false,Colpensiones,Inpec,Aprobado
788,853180,leonardo garcia,21,M,Manizales,37,false,Colpensiones,Minsalud,Aprobado
3145,966693,samuel soto,21,F,Medellin,41,false,Colpensiones,Policia,Aprobado
151,539565,noelia fuentes,21,M,Chia,51,false,Colpensiones,Policia,Aprobado
6325,534495,gonzalo gomez,23,F,Santa Rosa de Cabal,60,false,Colpensiones,Policia,Aprobado
6393,191378,roberto caro,20,F,Chia,49,false,Colpensiones,Inpec,Aprobado
6421,182923,angela ron,21,F,Yopal,45,false,Colpensiones,Minsalud,Aprobado
3219,448942,eliza soto,23,F,Monteria,43,false,Colpensiones,Armada,Aprobado
3235,103549,mariana soto,22,F,Cucuta,39,false,Colpensiones,Minsalud,Rechazado
1637,836850,isabela calderon,21,M,Riohacha,52,false,Colpensiones,Minsalud,Aprobado
6564,784244,quiana guzman,21,M,Valledupar,29,false,Colpensiones,Null,Aprobado
6609,162950,cristobal quintana,24,F,Barranquilla,31,false,Colpensiones,Null,Aprobado
3295,556264,zoe rojas,21,F,Ibague,30,false,Colpensiones,Armada,Aprobado
6675,925724,yadira gonzalez,20,M,Pereira,57,false,Colpensiones,Null,Aprobado
6688,291924,elias vargas,20,F,Pitalito,47,false,Colpensiones,Minsalud,Aprobado
6738,608119,olga sarmiento,20,F,Bucaramanga,60,false,Colpensiones,Policia,Aprobado
3363,154551,guillermo cifuentes,21,F,Pasto,41,false,Colpensiones,Mininterior,Aprobado
6786,426528,karla quintana,20,F,Chia,51,false,Colpensiones,Mininterior,Aprobado
1716,305674,bruno vasquez,23,M,Florencia,60,false,Colpensiones,Null,Aprobado
1710,643391,urbano moreno,22,M,Santa Rosa de Cabal,60,false,Colpensiones,Mininterior,Aprobado
6870,940351,pedro fuentes,20,F,Girardot,25,false,Colpensiones,Minsalud,Aprobado
6918,789311,ursula lopez,20,M,Yopal,31,false,Colpensiones,Null,Aprobado
6966,857016,oscar hidalgo,20,M,Bucaramanga,35,false,Colpensiones,Inpec,Aprobado
3456,896365,hugo quintero,21,F,Popayan,24,false,Colpensiones,Minsalud,Aprobado
7005,713472,graciela david,24,F,Santa Marta,24,false,Colpensiones,Inpec,Aprobado
433,291180,hector alvarez,24,F,Chia,58,false,Colpensiones,Minsalud,Aprobado
7091,141084,josue carrera,20,M,Barranquilla,57,false,Colpensiones,Inpec,Aprobado
3538,626862,wilson juarez,20,M,Santa Rosa de Cabal,41,false,Colpensiones,Null,Aprobado
3547,418584,karla gonzalez,20,M,Yopal,46,false,Colpensiones,Armada,Aprobado
3555,274258,alexander henao,20,F,Bucaramanga,44,false,Colpensiones,Policia,Aprobado
944,807939,karen ron,21,M,Florencia,26,false,Colpensiones,Minsalud,Aprobado
7264,899857,federico ruiz,21,M,Ibague,43,false,Colpensiones,Mininterior,Aprobado
7285,955631,zacarias vargas,21,M,Neiva,32,false,Colpensiones,Minsalud,Aprobado
3648,656953,hugo salcedo,25,F,Riohacha,58,false,Colpensiones,Minsalud,Aprobado
3662,738814,gabriel rojas,22,M,Girardot,33,false,Colpensiones,Inpec,Aprobado
7405,291552,pablo fuentes,20,F,Monteria,37,false,Colpensiones,Null,Aprobado
7411,130650,luis torres,23,M,Sincelejo,57,false,Colpensiones,Null,Aprobado
1888,154372,bianca romero,25,F,Yopal,58,false,Colpensiones,Mininterior,Aprobado
7489,313653,ivan reyes,22,M,Pasto,42,false,Colpensiones,Armada,Aprobado
7540,661691,julieta torres,20,M,Bucaramanga,56,false,Colpensiones,Armada,Aprobado
3754,375204,ricardo torres,20,F,Manizales,41,false,Colpensiones,Minsalud,Aprobado
7595,954149,ximena montoya,21,M,Florencia,56,false,Colpensiones,Null,Aprobado
1925,430732,elsa sarmiento,22,M,Bucaramanga,21,false,Colpensiones,Armada,Aprobado
1937,913761,roberto ramirez,22,F,Cartagena,60,false,Colpensiones,Mininterior,Aprobado
7709,182369,pilar navarro,21,F,Pasto,22,false,Colpensiones,Mininterior,Aprobado
1937,913761,roberto ramirez,22,F,Cartagena,60,false,Colpensiones,Mininterior,Aprobado
1965,384797,teresa murillo,21,F,Santa Marta,24,false,Colpensiones,Null,Aprobado
3863,908873,veronica rodriguez,20,F,Barranquilla,49,false,Colpensiones,Null,Aprobado
3878,260710,juan murillo,23,M,Medellin,52,false,Colpensiones,Null,Aprobado
3906,158010,pilar juarez,22,F,Soacha,42,false,Colpensiones,Armada,Aprobado
7899,254922,victor reyes,20,F,Girardot,41,false,Colpensiones,Armada,Aprobado
7943,664460,karla salazar,21,M,Yopal,55,false,Colpensiones,Minsalud,Aprobado
2006,952016,yasmin quintero,21,M,Pereira,54,false,Colpensiones,Inpec,Aprobado
7993,764781,eduardo murillo,20,F,Florencia,36,false,Colpensiones,Mininterior,Rechazado
3987,517371,carmen torres,20,F,Ibague,45,false,Colpensiones,Inpec,Aprobado
1029,974894,rosa juarez,21,M,Leticia,32,false,Colpensiones,Minsalud,Aprobado
8108,449917,valeria sanchez,20,F,Riohacha,23,false,Colpensiones,Minsalud,Aprobado
497,557205,nerea ramirez,21,M,Manizales,24,false,Colpensiones,Minsalud,Aprobado
255,764885,ignacio mora,21,F,Chia,21,false,Colpensiones,Null,Aprobado
4064,112145,angela garcia,21,M,Arauca,25,false,Colpensiones,Minsalud,Aprobado
8241,657110,katerina castillo,20,F,Barranquilla,53,false,Colpensiones,Policia,Aprobado
4097,356031,yolanda david,20,F,Popayan,34,false,Colpensiones,Policia,Aprobado
4108,421053,jose vargas,21,M,Arauquita,34,false,Colpensiones,Policia,Aprobado
8350,413050,violeta salazar,20,M,Cucuta,52,false,Colpensiones,Inpec,Aprobado
8361,221075,sergio perez,20,M,Santa Marta,34,false,Colpensiones,Policia,Aprobado
8410,932043,andres salcedo,20,M,Chia,25,false,Colpensiones,Mininterior,Aprobado
4163,709367,violeta martinez,23,M,Popayan,34,false,Colpensiones,Null,Aprobado
8470,561550,natividad cruz,21,F,Pereira,25,false,Colpensiones,Inpec,Aprobado
8507,304830,claudia sierra,26,F,Arauca,50,false,Colpensiones,Armada,Aprobado
4232,337698,diana delgado,21,F,Arauquita,26,false,Colpensiones,Null,Aprobado
8567,926803,xavier hernandez,20,M,Inirida,34,false,Colpensiones,Inpec,Aprobado
8587,321582,yolanda delgado,20,F,Cali,58,false,Colpensiones,Mininterior,Aprobado
8625,424894,noel castro,20,M,Manizales,22,false,Colpensiones,Mininterior,Aprobado
8664,977812,ignacio cabrera,20,F,Soacha,43,false,Colpensiones,Null,Aprobado
1116,947953,pedro pinto,26,M,Chia,25,false,Colpensiones,Policia,Aprobado
4315,779511,isabela guzman,22,M,Bogota,27,false,Colpensiones,Minsalud,Aprobado
4347,298563,jorge bautista,21,M,Valledupar,44,false,Colpensiones,Armada,Aprobado
1100,626827,benito gomez,21,F,Riohacha,54,false,Colpensiones,Armada,Aprobado
8827,281402,ivan alvarado,20,F,Santa Marta,28,false,Colpensiones,Minsalud,Aprobado
2208,277138,gloria gil,21,M,Florencia,42,false,Colpensiones,Policia,Aprobado
8907,346890,cristobal mora,25,F,Soacha,47,false,Colpensiones,Minsalud,Aprobado
2232,876265,noel gomez,22,F,Popayan,41,false,Colpensiones,Armada,Aprobado
8961,624314,miriam castro,22,M,Barranquilla,32,false,Colpensiones,Policia,Aprobado
8988,408443,victor roberto,21,F,Chia,38,false,Colpensiones,Armada,Aprobado
9053,607171,raul reyes,21,M,Bucaramanga,60,false,Colpensiones,Null,Aprobado
9058,251225,javier pico,22,M,Barranquilla,38,false,Colpensiones,Mininterior,Aprobado
9087,270821,katerina pardo,22,M,Girardot,60,false,Colpensiones,Null,Aprobado
4513,440354,ignacio castro,23,M,Neiva,44,false,Colpensiones,Inpec,Aprobado
9165,343962,teresa hernandez,24,M,Girardot,59,false,Colpensiones,Mininterior,Aprobado
4531,206198,karen gil,21,F,Cartagena,28,false,Colpensiones,Armada,Aprobado
9226,100028,luisana ferrer,20,F,Pitalito,31,false,Colpensiones,Minsalud,Aprobado
4592,507474,juan silva,22,M,Bucaramanga,39,false,Colpensiones,Minsalud,Aprobado
4625,654008,david montoya,21,F,Popayan,26,false,Colpensiones,Armada,Aprobado
4630,826308,urbano martinez,24,F,Armenia,46,false,Colpensiones,Policia,Aprobado
9336,781177,eliza rodrigo,22,F,Cucuta,59,false,Colpensiones,Policia,Aprobado
4668,582020,ricardo romero,20,M,Sincelejo,30,false,Colpensiones,Mininterior,Aprobado
9426,834728,ivonne ramirez,20,M,Cucuta,45,false,Colpensiones,Policia,Aprobado
4710,449318,zulema mendez,22,M,Pasto,39,false,Colpensiones,Policia,Aprobado
9477,423898,humberto mendez,20,M,Villavicencio,38,false,Colpensiones,Inpec,Aprobado
9518,688230,carmen martinez,20,F,Sincelejo,58,false,Colpensiones,Policia,Aprobado
2386,551209,fabiola vela,22,M,Soacha,47,false,Colpensiones,Mininterior,Aprobado
9569,735951,fabiola vega,20,F,Barranquilla,22,false,Colpensiones,Inpec,Aprobado
9610,702967,xavier soto,20,M,Arauca,54,false,Colpensiones,Armada,Aprobado
9637,669153,benito ramirez,20,M,Barranquilla,52,false,Colpensiones,Mininterior,Aprobado
608,196104,teresa salazar,21,M,Arauquita,56,false,Colpensiones,Armada,Aprobado
608,196104,teresa salazar,21,M,Arauquita,56,false,Colpensiones,Armada,Aprobado
9736,994832,pablo torres,21,M,Florencia,45,false,Colpensiones,Armada,Aprobado
9794,348523,walter garcia,21,F,Cali,47,false,Colpensiones,Minsalud,Aprobado
4889,163061,jose zapata,21,F,Manizales,49,false,Colpensiones,Null,Aprobado
4900,176582,jorge gomez,21,M,Yopal,55,false,Colpensiones,Policia,Aprobado
9871,322431,quiana moreno,20,F,Barranquilla,34,false,Colpensiones,Minsalud,Aprobado
2491,600266,alberto cifuentes,20,M,Soacha,60,false,Colpensiones,Inpec,Aprobado
2500,450712,juanita ramirez,22,F,Girardot,58,false,Colpensiones,Inpec,Aprobado
4977,776526,graciela gil,20,F,Monteria,60,false,Colpensiones,Minsalud,Aprobado
2511,312358,samuel cruz,21,M,Ibague,31,false,Colpensiones,Armada,Aprobado
8241,657110,katerina castillo,20,F,Barranquilla,53,false,Colpensiones,Policia,Aprobado
297,694487,graciela pineda,31,F,Sincelejo,28,false,Colpensiones,Armada,Aprobado
2532,564834,urbano ramirez,21,M,Inirida,50,false,Colpensiones,Mininterior,Aprobado
298,628821,victor ron,24,F,Manizales,36,false,Colpensiones,Mininterior,Aprobado
5059,140125,fernando flores,21,F,Arauca,40,false,Colpensiones,Inpec,Aprobado
302,579413,sonia medina,24,M,Valledupar,31,false,Colpensiones,Null,Aprobado
5106,502777,julieta delgado,22,M,Santa Rosa de Cabal,45,false,Colpensiones,Armada,Aprobado
298,628821,victor ron,24,F,Manizales,36,false,Colpensiones,Mininterior,Aprobado
5131,792243,gema torres,23,M,Bucaramanga,58,false,Colpensiones,Minsalud,Aprobado
5149,196937,ana zapata,21,F,Neiva,59,false,Colpensiones,Null,Aprobado
645,231479,ivana jimenez,25,F,Apartado,53,false,Colpensiones,Armada,Aprobado
638,311320,vicente sanchez,22,F,Pasto,53,false,Colpensiones,Armada,Aprobado
